Caisse	2411.500	844.500
Bouee	2571.750	822
Bouee	2401.250	846.250
Bouee	1811.812	857
Bouee	1226.167	891.500
Bouee	586.0000	910.667
Bouee	2.375000	944.500
Tel_U	2807.000	398.875
Tel_U	2299.667	412.333
Tel_U	1792.917	427.917
Tel_U	3082.000	1300.500
Tel_U	2580.250	1350.250
Tel_U	1861.167	1411.333
Tel_Axe	2924.000	801.500
Tel_Axe	1801.875	856.750
Tel_Axe	1216.750	892.250
Tel_Axe	574.4170	911.167
